imdb_id,title,rec1,rec2,rec3,rec4,rec5,rec6
tt0213149,Pearl Harbor,Sergeant York,Band of Brothers,Saving Private Ryan,Windtalkers,The Monuments Men,Hart's War
tt0120912,Men in Black II,Men in Black,Men in Black 3,AVP: Alien vs. Predator,Charlie's Angels: Full Throttle,Sunshine,After Earth
tt0246460,Die Another Day,Quantum of Solace,Goldfinger,The World Is Not Enough,Spectre,You Only Live Twice,Octopussy
tt0133240,Treasure Planet,Space Chimps,Titan A.E.,SpaceCamp,Avatar,Alien³,Spark: A Space Tail
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: On Stranger Tides,Cutthroat Island,The Treasure of the Sierra Madre
tt0325710,The Last Samurai,Hart's War,Sergeant York,Band of Brothers,Saving Private Ryan,Gods and Generals,In Enemy Hands
tt0339291,Lemony Snicket's A Series of Unfortunate Events,Son of the Mask,Storks,Annie,Adventures of a Teenage Dragonslayer,Horton Hears a Who!,Baby's Day Out
tt0293564,Rush Hour 3,Rush Hour 2,Rush Hour,Smokin' Aces 2: Assassins' Ball,Money for Nothing,Chill Factor,Bullet to the Head
tt0371746,Iron Man,Iron Man 2,Iron Man 3,Ant-Man,The Avengers,Avengers: Age of Ultron,Captain America: Civil War
tt0458339,Captain America: The First Avenger,The Avengers,Captain America: Civil War,Ant-Man,Captain America: The Winter Soldier,Iron Man 2,Avengers: Age of Ultron
tt1528100,Exodus: Gods and Kings,Noah,The Prince of Egypt,Ben-Hur,The Mummy Returns,Jane Got a Gun,Jane Got a Gun
tt2404233,Gods of Egypt,Gods of Egypt,Wrath of the Titans,Clash of the Titans,Clash of the Titans,Saving Private Ryan,Band of Brothers
tt3691740,The BFG,The Adventurer: The Curse of the Midas Box,The Golden Compass,Eragon,Alice in Wonderland,The Wiz,The Chronicles of Narnia: The Voyage of the Dawn Treader
tt0145487,Spider-Man,Spider-Man 3,Spider-Man 2,Highlander: Endgame,The Punisher,Generation X,Jack Frost
tt0173840,Final Fantasy: The Spirits Within,Street Fighter: The Legend of Chun-Li,Tron,Resident Evil,Yu-Gi-Oh! The Movie,The Host,Fly Me to the Moon
tt0286716,Hulk,X-Men,Fantastic Four,X2,Man-Thing,Avengers: Age of Ultron,Doctor Strange
tt0143145,The World Is Not Enough,Die Another Day,Quantum of Solace,Never Say Never Again,Goldfinger,Octopussy,Casino Royale
tt0382992,Stealth,Men of Honor,Antwone Fisher,Hellraiser: Bloodline,Vice,Pass-Thru,On the Town
tt0430357,Miami Vice,The Mod Squad,The Sweeney,Rise of the Footsoldier,Bait,Ticker,Star Trek: Generations
tt1192628,Rango,Despicable Me 3,Sly Cooper,One Hundred and One Dalmatians,Scooby-Doo! Moon Monster Madness,Stuart Little 2,Osmosis Jones
tt0481499,The Croods,The Boxtrolls,Riley's First Date?,All She Wishes,Despicable Me 2,Arthur and the Invisibles,The Shaggy Dog
tt1860353,Turbo,Furious 7,Inside Out,Blinky Bill the Movie,Cars 2,Herbie Fully Loaded,Alice in Wonderland
tt2224026,Home,Planet 51,Signs,Stargate: Continuum,Mars Needs Moms,Drone Wars,Chicken Little
tt1663202,The Revenant,Backcountry,Snitch,Heaven is for Real,A Dangerous Method,The Lady in the Van,Everest
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,TMNT,The Brothers Grimm,Josh and S.A.M.,Prince of Persia: The Sands of Time,Super Mario Bros.,"Honey, We Shrunk Ourselves"
tt0164912,Stuart Little,TMNT,The Rugrats Movie,MouseHunt,Stuart Little 2,Ratatouille,Steal Big Steal Little
tt0407304,War of the Worlds,Oblivion,Drone Wars,The 5th Wave,The War of the Worlds,They Live,The Host
tt1911658,Penguins of Madagascar,Shrek Forever After,Happy Feet Two,Storks,Madagascar 3: Europe's Most Wanted,Valiant,Yogi Bear
tt0172156,Bad Boys II,Bad Boys,Beverly Hills Cop III,Bulletproof,Action Jackson,Joshua Tree,Dark Angel
tt0304141,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Goblet of Fire,Harry Potter and the Half-Blood Prince,Harry Potter and the Philosopher's Stone,Harry Potter and the Deathly Hallows: Part 2
tt0318649,Sahara,For a Few Bullets,Buddies,The Matriarch,A Fool,G-Force,Last Holiday
tt0320661,Kingdom of Heaven,Ironclad,First Knight,1492: Conquest of Paradise,Where Eagles Dare,The Pacific,Flyboys
tt0486576,Fantastic 4: Rise of the Silver Surfer,Fantastic Four,X2,The Wolverine,X-Men,Avengers: Age of Ultron,Guardians of the Galaxy Vol. 2
tt0465234,National Treasure: Book of Secrets,National Treasure,How to Train Your Dragon 2,King Solomon's Mines,On Her Majesty's Secret Service,You Only Live Twice,Indiana Jones and the Last Crusade
tt0441773,Kung Fu Panda,Kung Fu Panda 3,Kung Fu Panda 3,Wendy Wu: Homecoming Warrior,Kung Fu Panda 2,Aladdin,Cars 3
tt0409459,Watchmen,Superman: Doomsday,Teen Titans: The Judas Contract,Justice League: The New Frontier,Justice League,Justice League: Throne of Atlantis,Man of Steel
tt0455824,Australia,Flags of Our Fathers,The Monuments Men,A Bridge Too Far,War Pigs,Chosen,Beyond Valkyrie: Dawn of the Fourth Reich
tt1001526,Megamind,Shark Tale,Aliens in the Attic,Superhero Movie,Astro Boy,Cosmic Scrat-tastrophe,Men in Black II
tt0983193,The Adventures of Tintin,National Treasure,Lost & Found,King Solomon's Mines,Indiana Jones and the Kingdom of the Crystal Skull,Lara Croft Tomb Raider: The Cradle of Life,The Jewel of the Nile
tt1402488,Happy Feet Two,Happy Feet,Penguins of Madagascar,Aladdin,Hercules,Minions,Cats & Dogs 2 : The Revenge of Kitty Galore
tt1194173,The Bourne Legacy,The Bourne Ultimatum,Bangkok Dangerous,White House Down,Jason Bourne,The Last Castle,The Cold Light of Day
tt1446714,Prometheus,Alien: Covenant,Oblivion,Beneath the Planet of the Apes,Arrowhead,Arrowhead,ISRA 88
tt1583421,G.I. Joe: Retaliation,G.I. Joe: The Rise of Cobra,Replicant,Eyeborgs,Transformers: The Last Knight,Star Trek III: The Search for Spock,Cyborg 2
tt1815862,After Earth,Max Steel,Six-String Samurai,America 3000,Moontrap: Target Earth,The Lovers,Replicant
tt0790736,R.I.P.D.,Blue Streak,Showtime,Along Came a Spider,K-9,Hot Fuzz,Ride Along
tt1951264,The Hunger Games: Catching Fire,Allegiant,Divergent,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 1,The 5th Wave,Insurgent
tt1921064,Pompeii,When Time Ran Out...,Spartacus,The Vikings,Earthquake,Dante's Peak,Deep Impact
tt0478970,Ant-Man,Avengers: Age of Ultron,Iron Man 2,Captain America: Civil War,The Avengers,Captain America: The Winter Soldier,Doctor Strange
tt0130623,Dinosaur,Ice Age,The Clan of the Cave Bear,Ice Age: The Great Egg-Scapade,Year One,Journey to the Center of the Earth,The Land Before Time XIV: Journey of the Brave
tt2692250,Night at the Museum: Secret of the Tomb,Night at the Museum: Battle of the Smithsonian,Night at the Museum,All She Wishes,Streit's: Matzo and the American Dream,The Lost Arcade,Blackadder Back & Forth
tt0399201,The Island,Surrogates,Transformers: The Last Knight,Replicant,Eyeborgs,Star Trek III: The Search for Spock,Escape from L.A.
tt0118688,Batman & Robin,Batman,Batman Returns,The Dark Knight,Justice League: Gods and Monsters,Batman Begins,Batman Forever
tt0120755,Mission: Impossible II,Mission: Impossible,Mission: Impossible III,Charlie's Angels: Full Throttle,Quantum of Solace,You Only Live Twice,On Her Majesty's Secret Service
tt0241527,Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Seventh Son,Eragon,Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban,Alice in Wonderland
tt0319262,The Day After Tomorrow,Ice Age: The Meltdown,Terminator Genisys,Terminator Salvation,Unnatural,AVP: Alien vs. Predator,The Colony
tt0382625,The Da Vinci Code,Angels & Demons,Before I Fall,The 9th Life of Louis Drax,Dreamkiller,Shutter Island,Fire in the Sky
tt0800320,Clash of the Titans,Wrath of the Titans,Clash of the Titans,Jason and the Argonauts,Percy Jackson & the Olympians: The Lightning Thief,The Legend of Hercules,Thor: The Dark World
tt1596343,Fast Five,Fast & Furious 6,The Fast and the Furious,2 Fast 2 Furious,Fast & Furious,The Fast and the Furious: Tokyo Drift,Joshua Tree
tt1201607,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Half-Blood Prince,Thunder and the House of Magic,Oz: The Great and Powerful,Harry Potter and the Goblet of Fire,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Chamber of Secrets
tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes,Welcome to the Punch,The River Thief,Ticker,The Saint,Scooby-Doo
tt1386703,Total Recall,Total Recall,The Core,Left Behind,The Terminator,Spawn,Johnny Mnemonic
tt1959490,Noah,Exodus: Gods and Kings,Black Gold,Black Gold,Black Gold,Black Gold,Black Gold
tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,The Shadow,Captain America: The First Avenger,X-Men,X2
tt1951265,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 2,Allegiant,The Hunger Games: Catching Fire,The Hunger Games,Insurgent,The 5th Wave
tt1679335,Trolls,James and the Giant Peach,The Lego Batman Movie,Scooby-Doo! Moon Monster Madness,The Smurfs 2,Batman: Mask of the Phantasm,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League
tt2094766,Assassin's Creed,Resident Evil,Street Fighter: The Legend of Chun-Li,Resident Evil: Extinction,The Maze Runner,Final Fantasy: The Spirits Within,Resident Evil: Apocalypse
tt3095734,Monster Trucks,The Monster Squad,Aliens in the Attic,Yu-Gi-Oh! The Movie,Iron Sky,Lazer Team,Lazer Team
tt3874544,The Boss Baby,Storks,Love the Coopers,Penguins of Madagascar,The Rugrats Movie,"Yours, Mine & Ours",Baby Geniuses
tt0185906,Band of Brothers,Sergeant York,Saving Private Ryan,Fury,In Enemy Hands,The Pacific,Windtalkers
tt2345759,The Mummy,Direct Contact,Devil's Den,Beowulf,The Prey,While She Was Out,Killer Elite
tt0170016,How the Grinch Stole Christmas,The Santa Clause,Jingle All the Way 2,Zoom,All She Wishes,Jingle All the Way,The Santa Clause 2
tt0120623,A Bug's Life,Zoom,Smurfs: The Lost Village,Cars 2,Inside Out,"Yours, Mine & Ours",Stuart Little 2
tt0177971,The Perfect Storm,The Deep,The Finest Hours,The Finest Hours,White Squall,Eye in the Sky,All Is Lost
tt0230011,Atlantis: The Lost Empire,Titan A.E.,Starchaser: The Legend of Orin,Delgo,Fly Me to the Moon,Valiant,Scooby-Doo! Moon Monster Madness
tt0121765,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode III - Revenge of the Sith,Rogue One: A Star Wars Story,Star Wars: Episode I - The Phantom Menace,Star Wars,The Empire Strikes Back,Return of the Jedi
tt0243585,Stuart Little 2,Zambezia,"Yours, Mine & Ours",Love the Coopers,Scooby-Doo! Moon Monster Madness,Once Upon a Forest,Despicable Me 3
tt0305357,Charlie's Angels: Full Throttle,Mission: Impossible,On Her Majesty's Secret Service,Quantum of Solace,Mission: Impossible II,You Only Live Twice,Charlie's Angels
tt0349683,King Arthur,The Sword in the Stone,The Pacific,Flyboys,"The Tulse Luper Suitcases, Part 1: The Moab Story",Revolution,Where Eagles Dare
tt0343818,"I, Robot",Chappie,Terminator Genisys,Robot Jox,Divergent,Automata,Terminator 3: Rise of the Machines
tt0317219,Cars,Cars 2,The Fast and the Furious: Tokyo Drift,Cars 3,The Fast and the Furious,Herbie Fully Loaded,2 Fast 2 Furious
tt0811080,Speed Racer,Love the Coopers,Astro Boy,Battle For SkyArk,Herbie Fully Loaded,"Yours, Mine & Ours","Honey, We Shrunk Ourselves"
tt1341188,How Do You Know,I Could Never Be Your Woman,The Rules of Attraction,Summer Catch,Overnight Delivery,The Matriarch,Aloha
tt0990407,The Green Hornet,Joshua Tree,Never Back Down,The Mechanic,Lady Bloodfight,Stark Raving Mad,Kung Fu Dunk
tt0454876,Life of Pi,Titanic,Poseidon,10.5,Sahara,A Night to Remember,The Guardian
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: New Moon,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Eclipse,Twilight,Vampire in Brooklyn,Vampires
tt1483013,Oblivion,Star Trek Into Darkness,Riddick,Planet of the Apes,Arrowhead,Arrowhead,Titan A.E.
tt1430132,The Wolverine,X-Men,X2,X-Men: The Last Stand,X-Men: First Class,Captain America: Civil War,Ant-Man
tt1234721,RoboCop,RoboCop 3,Fortress,The Book of Eli,Terminator Genisys,RoboCop 2,Tron
tt1502712,Fantastic Four,Avengers: Age of Ultron,X-Men,X2,The Avengers,Iron Man 2,Ant-Man
tt0374463,The Pacific,The Monuments Men,Flyboys,Where Eagles Dare,Band of Brothers,Beyond Valkyrie: Dawn of the Fourth Reich,Red Tails
tt4196776,Jason Bourne,Green Zone,The Foreigner,Everly,Out for a Kill,Oxy-Morons,Mechanic: Resurrection
tt1013743,Knight and Day,The Fast and the Furious: Tokyo Drift,Fair Game,Gone in Sixty Seconds,Joshua Tree,Charlie's Angels: Full Throttle,Bad Boys
tt0118928,Dante's Peak,When Time Ran Out...,Pompeii,Into the Inferno,2012,The Towering Inferno,Direct Contact
tt0338751,The Aviator,Antwone Fisher,Shutter Island,The Hoax,The Wolf of Wall Street,Top Gun,J. Edgar
tt0111503,True Lies,Mission: Impossible,Extraction,Quantum of Solace,Charlie's Angels: Full Throttle,I Spy,Mission: Impossible II
tt0120915,Star Wars: Episode I - The Phantom Menace,Star Trek Beyond,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode II - Attack of the Clones,Star Wars: The Force Awakens,Star Trek Into Darkness,Star Wars
tt0146316,Lara Croft: Tomb Raider,Lara Croft Tomb Raider: The Cradle of Life,National Treasure,King Solomon's Mines,The Adventures of Tintin,Final Fantasy: The Spirits Within,Warcraft
tt0198781,"Monsters, Inc.",Monsters University,Cars 2,Inside Out,Diary of a Wimpy Kid: Dog Days,Blonde Ambition,The Flintstones
tt0245562,Windtalkers,Band of Brothers,Sergeant York,The Monuments Men,Jarhead 3: The Siege,Jarhead 3: The Siege,The Pacific
tt1535108,Elysium,Surrogates,Approaching the Unknown,Capsule,Gravity,The One,Far Cry
tt2381991,The Huntsman: Winter's War,Snow White and the Huntsman,Avengers Grimm,10.5,Extreme Ops,The Karate Kid,Undisputed
tt0121766,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode II - Attack of the Clones,Star Wars,Star Trek Beyond,Star Wars: Episode I - The Phantom Menace,Return of the Jedi,Rogue One: A Star Wars Story
tt1320261,Gulliver's Travels,Diana,Made of Honor,Goosebumps,Queen Christina,Closer,August Rush
tt0120347,Tomorrow Never Dies,For Your Eyes Only,From Russia with Love,You Only Live Twice,The Living Daylights,Live and Let Die,The Spy Who Loved Me
tt0187393,The Patriot,Cold Mountain,The Shack,Jack Frost,It's All Gone Pete Tong,Hesher,Highlander: Endgame
tt0290334,X2,X-Men,X-Men: The Last Stand,The Wolverine,X-Men: Days of Future Past,Iron Man 2,Ant-Man
tt0299172,Home on the Range,Barnyard,Valiant,Once Upon a Forest,Blinky Bill the Movie,Finding Dory,Robin Hood
tt0327437,Around the World in 80 Days,Around the World in Eighty Days,Shanghai Knights,Home Alone 2: Lost in New York,Norm of the North,Norm of the North,The Three Musketeers
tt0349903,Ocean's Twelve,Ocean's Thirteen,Joy Ride 2: Dead Ahead,The Underneath,Kill Kane,Kill Kane,Money
tt0356910,Mr. & Mrs. Smith,Charlie's Angels: Full Throttle,Bitter Moon,Hitman,Operator,How To Make An American Quilt,You Only Live Twice
tt0477347,Night at the Museum,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Secret of the Tomb,Paul Blart: Mall Cop,Goosebumps,The Brave Little Toaster,G-Force
tt0259324,Ghost Rider,Poltergeist III,Tamara,Mighty Joe Young,Bones,Sin City,Body of Lies
tt0337978,Live Free or Die Hard,Drop Zone,The Transporter Refueled,First Kill,Die Hard: With a Vengeance,Eagle Eye,U.S. Marshals
tt0429493,The A-Team,Basic,MacGruber,Ticker,Bad Boys for Life,Rush Hour 3,Rush Hour 2
tt0944835,Salt,Spy Game,The Man from U.N.C.L.E.,Tinker Tailor Soldier Spy,Bridge of Spies,North by Northwest,Atomic Blonde
tt0472181,The Smurfs,The Smurfs 2,Aliens in the Attic,Shrek the Halls,The Chronicles of Narnia: The Voyage of the Dawn Treader,Thunder and the House of Magic,Cool World
tt0433035,Real Steel,Biker Boyz,Robot Jox,Hoosiers,About Time,A Family Man,Rudderless
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: New Moon,Twilight,The Twilight Saga: Eclipse,The Twilight Saga: Breaking Dawn - Part 2,The Mortal Instruments: City of Bones,The Little Vampire
tt1731141,Ender's Game,The 5th Wave,Divergent,Allegiant,The Maze Runner,The Hunger Games: Mockingjay - Part 2,The Giver
tt1253863,300: Rise of an Empire,Mortal Kombat: Annihilation,Mortal Kombat,Resident Evil: Retribution,Æon Flux,The Bourne Supremacy,The Bourne Identity
tt2908446,Insurgent,Allegiant,Divergent,The Hunger Games: Mockingjay - Part 2,The Maze Runner,The 5th Wave,The Hunger Games: Mockingjay - Part 1
tt2126355,San Andreas,The Last Patrol,The Towering Inferno,Faster,Vanishing Point,Mad City,Earthquake
tt3410834,Allegiant,Insurgent,Divergent,The 5th Wave,The Maze Runner,The Giver,The Hunger Games: Mockingjay - Part 2
tt1860357,Deepwater Horizon,The Towering Inferno,Earthquake,The Railway Man,When Time Ran Out...,The Lady in the Van,In the Heart of the Sea
tt1935859,Miss Peregrine's Home for Peculiar Children,Doctor Who,Peggy Sue Got Married,Somewhere in Time,The Stand,In the Name of the King III,The Time Traveler's Wife
tt1355644,Passengers,SpaceCamp,Gravity,Approaching the Unknown,Life,Alien,Journey to Space
tt1219827,Ghost in the Shell,Insurgent,The Hunger Games: Mockingjay - Part 2,Divergent,The Maze Runner,Red Planet,iBoy
tt3659388,The Martian,Approaching the Unknown,Gravity,Damnation Alley,Guardians of the Galaxy Vol. 2,Ender's Game,Wing Commander
tt2361317,Live by Night,Lawless,Joe Cinque's Consolation,Black Mass,Point Blank,Payback: Straight Up,GoodFellas
tt0248667,Ali,Raging Bull,The Hurricane,Blackout,Cinderella Man,Bleed for This,White House Down
tt0120201,Starship Troopers,Alien,Starship Troopers 3: Marauder,Planet of the Apes,Moonraker,Solar Crisis,Armageddon
tt0296572,The Chronicles of Riddick,Doctor Mordrid,Return of the Jedi,I Am Legend,Stargate,Death Race,Riddick
tt0443649,"10,000 BC",In the Name of the King III,The Count of Monte Cristo,Miss Peregrine's Home for Peculiar Children,The Mummy: Tomb of the Dragon Emperor,10.5,The Scorpion King 3: Battle for Redemption
tt0780521,The Princess and the Frog,Sleeping Beauty,Beauty and the Beast,Tangled,James and the Giant Peach,The Smurfs 2,Cinderella
tt1343092,The Great Gatsby,Fallen,Bliss,The Fault in Our Stars,Beastly,Before I Fall,Bel Ami
